Type,BalanceSheetSide,Instrument,Breakdown,Definition,"Period ",waarde
"Company pension funds ","Liabilities ","Other liabilities ","Total ","01 ",2016,1458
"Company pension funds ","Liabilities ","Other liabilities ","Total ","01 ",2017,953
"Company pension funds ","Liabilities ","Other liabilities ","Total ","01 ",2018,784
"Company pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2002,126719
"Company pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2003,142085
"Company pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2004,153878
"Company pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2005,186910
"Company pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2006,202865
"Company pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2007,211024
"Company pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2008,191649
"Company pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2009,196905
"Company pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2010,214637
"Company pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2011,230135
"Company pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2012,253730
"Company pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2013,255003
"Company pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2014,303282
"Company pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2015,296521
"Company pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2016,318409
"Company pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2017,318609
"Company pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2018,306942
"Industry wide pension funds ","Assets ","Real estate ","Total ","01 ",2002,15591
"Industry wide pension funds ","Assets ","Real estate ","Total ","01 ",2003,16150
"Industry wide pension funds ","Assets ","Real estate ","Total ","01 ",2004,16613
"Industry wide pension funds ","Assets ","Real estate ","Total ","01 ",2005,17114
"Industry wide pension funds ","Assets ","Real estate ","Total ","01 ",2006,16295
"Industry wide pension funds ","Assets ","Real estate ","Total ","01 ",2007,16589
"Industry wide pension funds ","Assets ","Real estate ","Total ","01 ",2008,14507
"Industry wide pension funds ","Assets ","Real estate ","Total ","01 ",2009,13313
"Industry wide pension funds ","Assets ","Real estate ","Total ","01 ",2010,8101
"Industry wide pension funds ","Assets ","Real estate ","Total ","01 ",2011,8014
"Industry wide pension funds ","Assets ","Real estate ","Total ","01 ",2012,7490
"Industry wide pension funds ","Assets ","Real estate ","Total ","01 ",2013,7330
"Industry wide pension funds ","Assets ","Real estate ","Total ","01 ",2014,6396
"Industry wide pension funds ","Assets ","Real estate ","Total ","01 ",2015,6145
"Industry wide pension funds ","Assets ","Real estate ","Total ","01 ",2016,6535
"Industry wide pension funds ","Assets ","Real estate ","Total ","01 ",2017,7189
"Industry wide pension funds ","Assets ","Real estate ","Total ","01 ",2018,7821
"Industry wide pension funds ","Assets ","Shares and other equity ","Total ","01 ",2002,124581
"Industry wide pension funds ","Assets ","Shares and other equity ","Total ","01 ",2003,153543
"Industry wide pension funds ","Assets ","Shares and other equity ","Total ","01 ",2004,176185
"Industry wide pension funds ","Assets ","Shares and other equity ","Total ","01 ",2005,217118
"Industry wide pension funds ","Assets ","Shares and other equity ","Total ","01 ",2006,251417
"Industry wide pension funds ","Assets ","Shares and other equity ","Total ","01 ",2007,263920
"Industry wide pension funds ","Assets ","Shares and other equity ","Total ","01 ",2008,193639
"Industry wide pension funds ","Assets ","Shares and other equity ","Total ","01 ",2009,352046
"Industry wide pension funds ","Assets ","Shares and other equity ","Total ","01 ",2010,394761
"Industry wide pension funds ","Assets ","Shares and other equity ","Total ","01 ",2011,415600
"Industry wide pension funds ","Assets ","Shares and other equity ","Total ","01 ",2012,488906
"Industry wide pension funds ","Assets ","Shares and other equity ","Total ","01 ",2013,534359
"Industry wide pension funds ","Assets ","Shares and other equity ","Total ","01 ",2014,622421
"Industry wide pension funds ","Assets ","Shares and other equity ","Total ","01 ",2015,648367
"Industry wide pension funds ","Assets ","Shares and other equity ","Total ","01 ",2016,724443
"Industry wide pension funds ","Assets ","Shares and other equity ","Total ","01 ",2017,747592
"Industry wide pension funds ","Assets ","Shares and other equity ","Total ","01 ",2018,712243
"Industry wide pension funds ","Assets ","Shares and other equity ","Quoted shares ","01 ",2006,152306
"Industry wide pension funds ","Assets ","Shares and other equity ","Quoted shares ","01 ",2007,147701
"Industry wide pension funds ","Assets ","Shares and other equity ","Quoted shares ","01 ",2008,88933
"Industry wide pension funds ","Assets ","Shares and other equity ","Quoted shares ","01 ",2009,30543
"Industry wide pension funds ","Assets ","Shares and other equity ","Quoted shares ","01 ",2010,39583
"Industry wide pension funds ","Assets ","Shares and other equity ","Quoted shares ","01 ",2011,30927
"Industry wide pension funds ","Assets ","Shares and other equity ","Quoted shares ","01 ",2012,37491
"Industry wide pension funds ","Assets ","Shares and other equity ","Quoted shares ","01 ",2013,47534
"Industry wide pension funds ","Assets ","Shares and other equity ","Quoted shares ","01 ",2014,65061
"Industry wide pension funds ","Assets ","Shares and other equity ","Quoted shares ","01 ",2015,84019
"Industry wide pension funds ","Assets ","Shares and other equity ","Quoted shares ","01 ",2016,96627
"Industry wide pension funds ","Assets ","Shares and other equity ","Quoted shares ","01 ",2017,100652
"Industry wide pension funds ","Assets ","Shares and other equity ","Quoted shares ","01 ",2018,92300
"Industry wide pension funds ","Assets ","Shares and other equity ","Non-quoted shares ","01 ",2006,16009
"Industry wide pension funds ","Assets ","Shares and other equity ","Non-quoted shares ","01 ",2007,21412
"Industry wide pension funds ","Assets ","Shares and other equity ","Non-quoted shares ","01 ",2008,16783
"Industry wide pension funds ","Assets ","Shares and other equity ","Non-quoted shares ","01 ",2009,15399
"Industry wide pension funds ","Assets ","Shares and other equity ","Non-quoted shares ","01 ",2010,14434
"Industry wide pension funds ","Assets ","Shares and other equity ","Non-quoted shares ","01 ",2011,10652
"Industry wide pension funds ","Assets ","Shares and other equity ","Non-quoted shares ","01 ",2012,10746
"Industry wide pension funds ","Assets ","Shares and other equity ","Non-quoted shares ","01 ",2013,11614
"Industry wide pension funds ","Assets ","Shares and other equity ","Non-quoted shares ","01 ",2014,11228
"Industry wide pension funds ","Assets ","Shares and other equity ","Non-quoted shares ","01 ",2015,9067
"Industry wide pension funds ","Assets ","Shares and other equity ","Non-quoted shares ","01 ",2016,8414
"Industry wide pension funds ","Assets ","Shares and other equity ","Non-quoted shares ","01 ",2017,7239
"Industry wide pension funds ","Assets ","Shares and other equity ","Non-quoted shares ","01 ",2018,8136
"Industry wide pension funds ","Assets ","Shares and other equity ","Shares in investment funds ","01 ",2006,80870
"Industry wide pension funds ","Assets ","Shares and other equity ","Shares in investment funds ","01 ",2007,92315
"Industry wide pension funds ","Assets ","Shares and other equity ","Shares in investment funds ","01 ",2008,84630
"Industry wide pension funds ","Assets ","Shares and other equity ","Shares in investment funds ","01 ",2009,302935
"Industry wide pension funds ","Assets ","Shares and other equity ","Shares in investment funds ","01 ",2010,337140
"Industry wide pension funds ","Assets ","Shares and other equity ","Shares in investment funds ","01 ",2011,371516
"Industry wide pension funds ","Assets ","Shares and other equity ","Shares in investment funds ","01 ",2012,437209
"Industry wide pension funds ","Assets ","Shares and other equity ","Shares in investment funds ","01 ",2013,474436
"Industry wide pension funds ","Assets ","Shares and other equity ","Shares in investment funds ","01 ",2014,545166
"Industry wide pension funds ","Assets ","Shares and other equity ","Shares in investment funds ","01 ",2015,554328
"Industry wide pension funds ","Assets ","Shares and other equity ","Shares in investment funds ","01 ",2016,618279
"Industry wide pension funds ","Assets ","Shares and other equity ","Shares in investment funds ","01 ",2017,638415
"Industry wide pension funds ","Assets ","Shares and other equity ","Shares in investment funds ","01 ",2018,610490
"Industry wide pension funds ","Assets ","Shares and other equity ","Other equity ","01 ",2006,2232
"Industry wide pension funds ","Assets ","Shares and other equity ","Other equity ","01 ",2007,2491
"Industry wide pension funds ","Assets ","Shares and other equity ","Other equity ","01 ",2008,3293
"Industry wide pension funds ","Assets ","Shares and other equity ","Other equity ","01 ",2009,3169
"Industry wide pension funds ","Assets ","Shares and other equity ","Other equity ","01 ",2010,3604
"Industry wide pension funds ","Assets ","Shares and other equity ","Other equity ","01 ",2011,2505
"Industry wide pension funds ","Assets ","Shares and other equity ","Other equity ","01 ",2012,3460
"Industry wide pension funds ","Assets ","Shares and other equity ","Other equity ","01 ",2013,775
"Industry wide pension funds ","Assets ","Shares and other equity ","Other equity ","01 ",2014,966
"Industry wide pension funds ","Assets ","Shares and other equity ","Other equity ","01 ",2015,954
"Industry wide pension funds ","Assets ","Shares and other equity ","Other equity ","01 ",2016,1122
"Industry wide pension funds ","Assets ","Shares and other equity ","Other equity ","01 ",2017,1286
"Industry wide pension funds ","Assets ","Shares and other equity ","Other equity ","01 ",2018,1317
"Industry wide pension funds ","Assets ","Securities other than shares ","Total ","01 ",2002,113906
"Industry wide pension funds ","Assets ","Securities other than shares ","Total ","01 ",2003,117609
"Industry wide pension funds ","Assets ","Securities other than shares ","Total ","01 ",2004,129821
"Industry wide pension funds ","Assets ","Securities other than shares ","Total ","01 ",2005,160009
"Industry wide pension funds ","Assets ","Securities other than shares ","Total ","01 ",2006,156637
"Industry wide pension funds ","Assets ","Securities other than shares ","Total ","01 ",2007,196109
"Industry wide pension funds ","Assets ","Securities other than shares ","Total ","01 ",2008,176805
"Industry wide pension funds ","Assets ","Securities other than shares ","Total ","01 ",2009,96406
"Industry wide pension funds ","Assets ","Securities other than shares ","Total ","01 ",2010,93441
"Industry wide pension funds ","Assets ","Securities other than shares ","Total ","01 ",2011,105713
"Industry wide pension funds ","Assets ","Securities other than shares ","Total ","01 ",2012,122894
"Industry wide pension funds ","Assets ","Securities other than shares ","Total ","01 ",2013,127887
"Industry wide pension funds ","Assets ","Securities other than shares ","Total ","01 ",2014,161425
"Industry wide pension funds ","Assets ","Securities other than shares ","Total ","01 ",2015,170886
"Industry wide pension funds ","Assets ","Securities other than shares ","Total ","01 ",2016,186429
"Industry wide pension funds ","Assets ","Securities other than shares ","Total ","01 ",2017,228035
"Industry wide pension funds ","Assets ","Securities other than shares ","Total ","01 ",2018,257833
"Industry wide pension funds ","Assets ","Securities other than shares ","Up to 1 year ","01 ",2002,99
"Industry wide pension funds ","Assets ","Securities other than shares ","Up to 1 year ","01 ",2003,0
"Industry wide pension funds ","Assets ","Securities other than shares ","Up to 1 year ","01 ",2004,43
"Industry wide pension funds ","Assets ","Securities other than shares ","Up to 1 year ","01 ",2005,619
"Industry wide pension funds ","Assets ","Securities other than shares ","Up to 1 year ","01 ",2006,1360
"Industry wide pension funds ","Assets ","Securities other than shares ","Up to 1 year ","01 ",2007,1540
"Industry wide pension funds ","Assets ","Securities other than shares ","Up to 1 year ","01 ",2008,4460
"Industry wide pension funds ","Assets ","Securities other than shares ","Up to 1 year ","01 ",2009,4862
"Industry wide pension funds ","Assets ","Securities other than shares ","Up to 1 year ","01 ",2010,595
"Industry wide pension funds ","Assets ","Securities other than shares ","Up to 1 year ","01 ",2011,1845
"Industry wide pension funds ","Assets ","Securities other than shares ","Up to 1 year ","01 ",2012,3130
"Industry wide pension funds ","Assets ","Securities other than shares ","Up to 1 year ","01 ",2013,1858
"Industry wide pension funds ","Assets ","Securities other than shares ","Up to 1 year ","01 ",2014,1701
"Industry wide pension funds ","Assets ","Securities other than shares ","Up to 1 year ","01 ",2015,2623
"Industry wide pension funds ","Assets ","Securities other than shares ","Up to 1 year ","01 ",2016,2949
"Industry wide pension funds ","Assets ","Securities other than shares ","Up to 1 year ","01 ",2017,2221
"Industry wide pension funds ","Assets ","Securities other than shares ","Up to 1 year ","01 ",2018,6763
"Industry wide pension funds ","Assets ","Securities other than shares ","Over 1 year ","01 ",2002,113807
"Industry wide pension funds ","Assets ","Securities other than shares ","Over 1 year ","01 ",2003,117609
"Industry wide pension funds ","Assets ","Securities other than shares ","Over 1 year ","01 ",2004,129778
"Industry wide pension funds ","Assets ","Securities other than shares ","Over 1 year ","01 ",2005,159389
"Industry wide pension funds ","Assets ","Securities other than shares ","Over 1 year ","01 ",2006,155277
"Industry wide pension funds ","Assets ","Securities other than shares ","Over 1 year ","01 ",2007,194568
"Industry wide pension funds ","Assets ","Securities other than shares ","Over 1 year ","01 ",2008,172345
"Industry wide pension funds ","Assets ","Securities other than shares ","Over 1 year ","01 ",2009,91544
"Industry wide pension funds ","Assets ","Securities other than shares ","Over 1 year ","01 ",2010,92846
"Industry wide pension funds ","Assets ","Securities other than shares ","Over 1 year ","01 ",2011,103868
"Industry wide pension funds ","Assets ","Securities other than shares ","Over 1 year ","01 ",2012,119763
"Industry wide pension funds ","Assets ","Securities other than shares ","Over 1 year ","01 ",2013,126029
"Industry wide pension funds ","Assets ","Securities other than shares ","Over 1 year ","01 ",2014,159724
"Industry wide pension funds ","Assets ","Securities other than shares ","Over 1 year ","01 ",2015,168264
"Industry wide pension funds ","Assets ","Securities other than shares ","Over 1 year ","01 ",2016,183480
"Industry wide pension funds ","Assets ","Securities other than shares ","Over 1 year ","01 ",2017,225815
"Industry wide pension funds ","Assets ","Securities other than shares ","Over 1 year ","01 ",2018,251070
"Industry wide pension funds ","Assets ","Financial derivatives ","Total ","01 ",2002,5897
"Industry wide pension funds ","Assets ","Financial derivatives ","Total ","01 ",2003,7580
"Industry wide pension funds ","Assets ","Financial derivatives ","Total ","01 ",2004,9335
"Industry wide pension funds ","Assets ","Financial derivatives ","Total ","01 ",2005,4008
"Industry wide pension funds ","Assets ","Financial derivatives ","Total ","01 ",2006,7413
"Industry wide pension funds ","Assets ","Financial derivatives ","Total ","01 ",2007,10977
"Industry wide pension funds ","Assets ","Financial derivatives ","Total ","01 ",2008,33164
"Industry wide pension funds ","Assets ","Financial derivatives ","Total ","01 ",2009,17382
"Industry wide pension funds ","Assets ","Financial derivatives ","Total ","01 ",2010,16408
"Industry wide pension funds ","Assets ","Financial derivatives ","Total ","01 ",2011,49229
"Industry wide pension funds ","Assets ","Financial derivatives ","Total ","01 ",2012,56794
"Industry wide pension funds ","Assets ","Financial derivatives ","Total ","01 ",2013,33796
"Industry wide pension funds ","Assets ","Financial derivatives ","Total ","01 ",2014,81070
"Industry wide pension funds ","Assets ","Financial derivatives ","Total ","01 ",2015,60295
"Industry wide pension funds ","Assets ","Financial derivatives ","Total ","01 ",2016,68496
"Industry wide pension funds ","Assets ","Financial derivatives ","Total ","01 ",2017,58274
"Industry wide pension funds ","Assets ","Financial derivatives ","Total ","01 ",2018,80606
"Industry wide pension funds ","Assets ","Loans ","Total ","01 ",2002,24855
"Industry wide pension funds ","Assets ","Loans ","Total ","01 ",2003,19544
"Industry wide pension funds ","Assets ","Loans ","Total ","01 ",2004,20013
"Industry wide pension funds ","Assets ","Loans ","Total ","01 ",2005,16691
"Industry wide pension funds ","Assets ","Loans ","Total ","01 ",2006,19705
"Industry wide pension funds ","Assets ","Loans ","Total ","01 ",2007,19189
"Industry wide pension funds ","Assets ","Loans ","Total ","01 ",2008,30677
"Industry wide pension funds ","Assets ","Loans ","Total ","01 ",2009,24457
"Industry wide pension funds ","Assets ","Loans ","Total ","01 ",2010,30233
"Industry wide pension funds ","Assets ","Loans ","Total ","01 ",2011,17664
"Industry wide pension funds ","Assets ","Loans ","Total ","01 ",2012,19927
"Industry wide pension funds ","Assets ","Loans ","Total ","01 ",2013,14555
"Industry wide pension funds ","Assets ","Loans ","Total ","01 ",2014,15036
"Industry wide pension funds ","Assets ","Loans ","Total ","01 ",2015,10739
"Industry wide pension funds ","Assets ","Loans ","Total ","01 ",2016,10099
"Industry wide pension funds ","Assets ","Loans ","Total ","01 ",2017,22193
"Industry wide pension funds ","Assets ","Loans ","Total ","01 ",2018,12719
"Industry wide pension funds ","Assets ","Loans ","Up to 1 year ","01 ",2002,1754
"Industry wide pension funds ","Assets ","Loans ","Up to 1 year ","01 ",2003,2058
"Industry wide pension funds ","Assets ","Loans ","Up to 1 year ","01 ",2004,4308
"Industry wide pension funds ","Assets ","Loans ","Up to 1 year ","01 ",2005,4036
"Industry wide pension funds ","Assets ","Loans ","Up to 1 year ","01 ",2006,2678
"Industry wide pension funds ","Assets ","Loans ","Up to 1 year ","01 ",2007,1564
"Industry wide pension funds ","Assets ","Loans ","Up to 1 year ","01 ",2008,11132
"Industry wide pension funds ","Assets ","Loans ","Up to 1 year ","01 ",2009,6929
"Industry wide pension funds ","Assets ","Loans ","Up to 1 year ","01 ",2010,12889
"Industry wide pension funds ","Assets ","Loans ","Up to 1 year ","01 ",2011,2076
"Industry wide pension funds ","Assets ","Loans ","Up to 1 year ","01 ",2012,4318
"Industry wide pension funds ","Assets ","Loans ","Up to 1 year ","01 ",2013,3097
"Industry wide pension funds ","Assets ","Loans ","Up to 1 year ","01 ",2014,3660
"Industry wide pension funds ","Assets ","Loans ","Up to 1 year ","01 ",2015,1002
"Industry wide pension funds ","Assets ","Loans ","Up to 1 year ","01 ",2016,1411
"Industry wide pension funds ","Assets ","Loans ","Up to 1 year ","01 ",2017,14328
"Industry wide pension funds ","Assets ","Loans ","Up to 1 year ","01 ",2018,4633
"Industry wide pension funds ","Assets ","Loans ","Over 1 year: mortgage loans ","01 ",2002,9705
"Industry wide pension funds ","Assets ","Loans ","Over 1 year: mortgage loans ","01 ",2003,9259
"Industry wide pension funds ","Assets ","Loans ","Over 1 year: mortgage loans ","01 ",2004,8635
"Industry wide pension funds ","Assets ","Loans ","Over 1 year: mortgage loans ","01 ",2005,6810
"Industry wide pension funds ","Assets ","Loans ","Over 1 year: mortgage loans ","01 ",2006,9894
"Industry wide pension funds ","Assets ","Loans ","Over 1 year: mortgage loans ","01 ",2007,9827
"Industry wide pension funds ","Assets ","Loans ","Over 1 year: mortgage loans ","01 ",2008,10496
"Industry wide pension funds ","Assets ","Loans ","Over 1 year: mortgage loans ","01 ",2009,9639
"Industry wide pension funds ","Assets ","Loans ","Over 1 year: mortgage loans ","01 ",2010,9526
"Industry wide pension funds ","Assets ","Loans ","Over 1 year: mortgage loans ","01 ",2011,9244
"Industry wide pension funds ","Assets ","Loans ","Over 1 year: mortgage loans ","01 ",2012,9118
"Industry wide pension funds ","Assets ","Loans ","Over 1 year: mortgage loans ","01 ",2013,6991
"Industry wide pension funds ","Assets ","Loans ","Over 1 year: mortgage loans ","01 ",2014,6662
"Industry wide pension funds ","Assets ","Loans ","Over 1 year: mortgage loans ","01 ",2015,5825
"Industry wide pension funds ","Assets ","Loans ","Over 1 year: mortgage loans ","01 ",2016,5454
"Industry wide pension funds ","Assets ","Loans ","Over 1 year: mortgage loans ","01 ",2017,5428
"Industry wide pension funds ","Assets ","Loans ","Over 1 year: mortgage loans ","01 ",2018,5766
"Industry wide pension funds ","Assets ","Loans ","Over 1 year: other ","01 ",2002,13396
"Industry wide pension funds ","Assets ","Loans ","Over 1 year: other ","01 ",2003,8227
"Industry wide pension funds ","Assets ","Loans ","Over 1 year: other ","01 ",2004,7070
"Industry wide pension funds ","Assets ","Loans ","Over 1 year: other ","01 ",2005,5845
"Industry wide pension funds ","Assets ","Loans ","Over 1 year: other ","01 ",2006,7133
"Industry wide pension funds ","Assets ","Loans ","Over 1 year: other ","01 ",2007,7798
"Industry wide pension funds ","Assets ","Loans ","Over 1 year: other ","01 ",2008,9049
"Industry wide pension funds ","Assets ","Loans ","Over 1 year: other ","01 ",2009,7889
"Industry wide pension funds ","Assets ","Loans ","Over 1 year: other ","01 ",2010,7818
"Industry wide pension funds ","Assets ","Loans ","Over 1 year: other ","01 ",2011,6345
"Industry wide pension funds ","Assets ","Loans ","Over 1 year: other ","01 ",2012,6490
"Industry wide pension funds ","Assets ","Loans ","Over 1 year: other ","01 ",2013,4467
"Industry wide pension funds ","Assets ","Loans ","Over 1 year: other ","01 ",2014,4714
"Industry wide pension funds ","Assets ","Loans ","Over 1 year: other ","01 ",2015,3912
"Industry wide pension funds ","Assets ","Loans ","Over 1 year: other ","01 ",2016,3234
"Industry wide pension funds ","Assets ","Loans ","Over 1 year: other ","01 ",2017,2437
"Industry wide pension funds ","Assets ","Loans ","Over 1 year: other ","01 ",2018,2321
"Industry wide pension funds ","Assets ","Deposits and other liquid assets ","Total ","01 ",2006,17949
"Industry wide pension funds ","Assets ","Deposits and other liquid assets ","Total ","01 ",2007,26563
"Industry wide pension funds ","Assets ","Deposits and other liquid assets ","Total ","01 ",2008,31175
"Industry wide pension funds ","Assets ","Deposits and other liquid assets ","Total ","01 ",2009,15315
"Industry wide pension funds ","Assets ","Deposits and other liquid assets ","Total ","01 ",2010,14455
"Industry wide pension funds ","Assets ","Deposits and other liquid assets ","Total ","01 ",2011,20987
"Industry wide pension funds ","Assets ","Deposits and other liquid assets ","Total ","01 ",2012,25142
"Industry wide pension funds ","Assets ","Deposits and other liquid assets ","Total ","01 ",2013,17173
"Industry wide pension funds ","Assets ","Deposits and other liquid assets ","Total ","01 ",2014,24619
"Industry wide pension funds ","Assets ","Deposits and other liquid assets ","Total ","01 ",2015,18957
"Industry wide pension funds ","Assets ","Deposits and other liquid assets ","Total ","01 ",2016,19042
"Industry wide pension funds ","Assets ","Deposits and other liquid assets ","Total ","01 ",2017,23973
"Industry wide pension funds ","Assets ","Deposits and other liquid assets ","Total ","01 ",2018,26003
"Industry wide pension funds ","Assets ","Reinsured technical provisions ","Total ","01 ",2002,1161
"Industry wide pension funds ","Assets ","Reinsured technical provisions ","Total ","01 ",2003,0
"Industry wide pension funds ","Assets ","Reinsured technical provisions ","Total ","01 ",2004,259
"Industry wide pension funds ","Assets ","Reinsured technical provisions ","Total ","01 ",2005,286
"Industry wide pension funds ","Assets ","Reinsured technical provisions ","Total ","01 ",2006,706
"Industry wide pension funds ","Assets ","Reinsured technical provisions ","Total ","01 ",2007,811
"Industry wide pension funds ","Assets ","Reinsured technical provisions ","Total ","01 ",2008,1038
"Industry wide pension funds ","Assets ","Reinsured technical provisions ","Total ","01 ",2009,1050
"Industry wide pension funds ","Assets ","Reinsured technical provisions ","Total ","01 ",2010,896
"Industry wide pension funds ","Assets ","Reinsured technical provisions ","Total ","01 ",2011,1131
"Industry wide pension funds ","Assets ","Reinsured technical provisions ","Total ","01 ",2012,1166
"Industry wide pension funds ","Assets ","Reinsured technical provisions ","Total ","01 ",2013,2868
"Industry wide pension funds ","Assets ","Reinsured technical provisions ","Total ","01 ",2014,1362
"Industry wide pension funds ","Assets ","Reinsured technical provisions ","Total ","01 ",2015,1449
"Industry wide pension funds ","Assets ","Reinsured technical provisions ","Total ","01 ",2016,455
"Industry wide pension funds ","Assets ","Reinsured technical provisions ","Total ","01 ",2017,460
"Industry wide pension funds ","Assets ","Reinsured technical provisions ","Total ","01 ",2018,449
"Industry wide pension funds ","Assets ","Other non-financial assets ","Total ","01 ",2002,61
"Industry wide pension funds ","Assets ","Other non-financial assets ","Total ","01 ",2003,54
"Industry wide pension funds ","Assets ","Other non-financial assets ","Total ","01 ",2004,59
"Industry wide pension funds ","Assets ","Other non-financial assets ","Total ","01 ",2005,127
"Industry wide pension funds ","Assets ","Other non-financial assets ","Total ","01 ",2006,355
"Industry wide pension funds ","Assets ","Other non-financial assets ","Total ","01 ",2007,629
"Industry wide pension funds ","Assets ","Other non-financial assets ","Total ","01 ",2008,287
"Industry wide pension funds ","Assets ","Other non-financial assets ","Total ","01 ",2009,286
"Industry wide pension funds ","Assets ","Other non-financial assets ","Total ","01 ",2010,250
"Industry wide pension funds ","Assets ","Other non-financial assets ","Total ","01 ",2011,337
"Industry wide pension funds ","Assets ","Other non-financial assets ","Total ","01 ",2012,380
"Industry wide pension funds ","Assets ","Other non-financial assets ","Total ","01 ",2013,351
"Industry wide pension funds ","Assets ","Other non-financial assets ","Total ","01 ",2014,368
"Industry wide pension funds ","Assets ","Other non-financial assets ","Total ","01 ",2015,539
"Industry wide pension funds ","Assets ","Other non-financial assets ","Total ","01 ",2016,413
"Industry wide pension funds ","Assets ","Other non-financial assets ","Total ","01 ",2017,275
"Industry wide pension funds ","Assets ","Other non-financial assets ","Total ","01 ",2018,255
"Industry wide pension funds ","Assets ","Other assets ","Total ","01 ",2002,773
"Industry wide pension funds ","Assets ","Other assets ","Total ","01 ",2003,982
"Industry wide pension funds ","Assets ","Other assets ","Total ","01 ",2004,1532
"Industry wide pension funds ","Assets ","Other assets ","Total ","01 ",2005,2075
"Industry wide pension funds ","Assets ","Other assets ","Total ","01 ",2006,9458
"Industry wide pension funds ","Assets ","Other assets ","Total ","01 ",2007,11516
"Industry wide pension funds ","Assets ","Other assets ","Total ","01 ",2008,18576
"Industry wide pension funds ","Assets ","Other assets ","Total ","01 ",2009,5694
"Industry wide pension funds ","Assets ","Other assets ","Total ","01 ",2010,6234
"Industry wide pension funds ","Assets ","Other assets ","Total ","01 ",2011,2951
"Industry wide pension funds ","Assets ","Other assets ","Total ","01 ",2012,3878
"Industry wide pension funds ","Assets ","Other assets ","Total ","01 ",2013,4732
"Industry wide pension funds ","Assets ","Other assets ","Total ","01 ",2014,5121
"Industry wide pension funds ","Assets ","Other assets ","Total ","01 ",2015,3382
"Industry wide pension funds ","Assets ","Other assets ","Total ","01 ",2016,5543
"Industry wide pension funds ","Assets ","Other assets ","Total ","01 ",2017,3618
"Industry wide pension funds ","Assets ","Other assets ","Total ","01 ",2018,4077
"Industry wide pension funds ","Assets ","Total assets ","Total ","01 ",2002,292150
"Industry wide pension funds ","Assets ","Total assets ","Total ","01 ",2003,329875
"Industry wide pension funds ","Assets ","Total assets ","Total ","01 ",2004,365847
"Industry wide pension funds ","Assets ","Total assets ","Total ","01 ",2005,427815
"Industry wide pension funds ","Assets ","Total assets ","Total ","01 ",2006,479932
"Industry wide pension funds ","Assets ","Total assets ","Total ","01 ",2007,546304
"Industry wide pension funds ","Assets ","Total assets ","Total ","01 ",2008,499868
"Industry wide pension funds ","Assets ","Total assets ","Total ","01 ",2009,525949
"Industry wide pension funds ","Assets ","Total assets ","Total ","01 ",2010,564777
"Industry wide pension funds ","Assets ","Total assets ","Total ","01 ",2011,621625
"Industry wide pension funds ","Assets ","Total assets ","Total ","01 ",2012,726576
"Industry wide pension funds ","Assets ","Total assets ","Total ","01 ",2013,743050
"Industry wide pension funds ","Assets ","Total assets ","Total ","01 ",2014,917816
"Industry wide pension funds ","Assets ","Total assets ","Total ","01 ",2015,920758
"Industry wide pension funds ","Assets ","Total assets ","Total ","01 ",2016,1021454
"Industry wide pension funds ","Assets ","Total assets ","Total ","01 ",2017,1091609
"Industry wide pension funds ","Assets ","Total assets ","Total ","01 ",2018,1102007
"Industry wide pension funds ","Liabilities ","General reserves ","Total ","01 ",2002,-4713
"Industry wide pension funds ","Liabilities ","General reserves ","Total ","01 ",2003,-2101
"Industry wide pension funds ","Liabilities ","General reserves ","Total ","01 ",2004,61555
"Industry wide pension funds ","Liabilities ","General reserves ","Total ","01 ",2005,87896
"Industry wide pension funds ","Liabilities ","General reserves ","Total ","01 ",2006,115819
"Industry wide pension funds ","Liabilities ","General reserves ","Total ","01 ",2007,138389
"Industry wide pension funds ","Liabilities ","General reserves ","Total ","01 ",2008,-31910
"Industry wide pension funds ","Liabilities ","General reserves ","Total ","01 ",2009,23270
"Industry wide pension funds ","Liabilities ","General reserves ","Total ","01 ",2010,21495
"Industry wide pension funds ","Liabilities ","General reserves ","Total ","01 ",2011,-28540
"Industry wide pension funds ","Liabilities ","General reserves ","Total ","01 ",2012,1331
"Industry wide pension funds ","Liabilities ","General reserves ","Total ","01 ",2013,50590
"Industry wide pension funds ","Liabilities ","General reserves ","Total ","01 ",2014,33346
"Industry wide pension funds ","Liabilities ","General reserves ","Total ","01 ",2015,-11906
"Industry wide pension funds ","Liabilities ","General reserves ","Total ","01 ",2016,-15157
"Industry wide pension funds ","Liabilities ","General reserves ","Total ","01 ",2017,50295
